"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,10,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",35,13,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Triceps Pushdown",,"",0,"warmup",20,15,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Triceps Pushdown",,"",1,"dropset",25,14,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Bicep Curl (Cable)",,"",0,"warmup",20,12,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Bicep Curl (Cable)",,"",1,"dropset",25,11,,,
"Late night workout 🌙","1 Jul 2025, 23:52","2 Jul 2025, 00:22","","Treadmill",,"",0,"normal",,,,1800,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Treadmill",,"",0,"normal",,,,600,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Bench Press (Dumbbell)",,"",1,"failure",60,15,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Bench Press (Dumbbell)",,"",2,"normal",60,8,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Romanian Deadlift (Dumbbell)",,"",0,"failure",40,20,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Romanian Deadlift (Dumbbell)",,"",1,"failure",40,15,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,10,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Lateral Raise (Dumbbell)",,"",1,"dropset",30,10,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Triceps Extension (Cable)",,"",0,"dropset",30,12,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Triceps Extension (Cable)",,"",1,"normal",30,10,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Lat Pulldown (Cable)",,"",0,"failure",30,12,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Lat Pulldown (Cable)",,"",1,"failure",35,12,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Seated Calf Raise",,"",0,"warmup",50,15,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Seated Calf Raise",,"",1,"dropset",50,15,,,
"Full Body - A","30 Jun 2025, 10:24","30 Jun 2025, 11:04","","Plank",,"",0,"failure",,,,42,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Leg Extension (Machine)",,"",0,"warmup",20,10,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Leg Extension (Machine)",,"",1,"normal",30,10,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Leg Extension (Machine)",,"",2,"normal",35,10,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Incline Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Incline Bench Press (Dumbbell)",,"",1,"normal",60,15,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",35,16,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Lying Leg Curl (Machine)",,"",0,"dropset",15,15,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Hammer Curl (Dumbbell)",,"",0,"dropset",50,5,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Hammer Curl (Dumbbell)",,"",1,"normal",40,5,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Crunch",,"",0,"dropset",,15,,,
"Full Body - B","23 Jun 2025, 11:23","23 Jun 2025, 11:50","","Treadmill",,"",0,"normal",,,,600,
"Late night workout 🌙","20 Jun 2025, 23:12","20 Jun 2025, 23:47","","Treadmill",,"",0,"normal",,,,1800,
"Late night workout 🌙","20 Jun 2025, 23:12","20 Jun 2025, 23:47","","Cycling",,"",0,"normal",,,,300,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Bench Press (Dumbbell)",,"",1,"failure",60,11,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Bench Press (Dumbbell)",,"",2,"normal",60,13,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Romanian Deadlift (Dumbbell)",,"",0,"failure",40,15,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Romanian Deadlift (Dumbbell)",,"",1,"failure",40,15,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Lat Pulldown (Cable)",,"",0,"failure",35,15,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Lat Pulldown (Cable)",,"",1,"failure",35,13,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Triceps Extension (Dumbbell)",,"",0,"dropset",30,17,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Lateral Raise (Dumbbell)",,"",0,"dropset",20,30,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Standing Calf Raise (Machine)",,"",0,"dropset",,25,,,
"Full Body - A","19 Jun 2025, 10:45","19 Jun 2025, 11:15","","Plank",,"",0,"failure",,,,39,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Leg Extension (Machine)",,"",0,"warmup",20,10,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Leg Extension (Machine)",,"",1,"normal",30,10,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Squat (Bodyweight)",,"",0,"warmup",,10,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Squat (Bodyweight)",,"",1,"warmup",,8,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Squat (Smith Machine)",,"",0,"warmup",50,8,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Squat (Smith Machine)",,"",1,"normal",50,8,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Squat (Smith Machine)",,"",2,"normal",90,8,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Incline Bench Press (Dumbbell)",,"",0,"warmup",40,10,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Incline Bench Press (Dumbbell)",,"",1,"normal",60,8,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Seated Row (Machine)",,"",0,"dropset",90,15,,,
"Full Body - B","18 Jun 2025, 11:25","18 Jun 2025, 11:58","","Crunch",,"",0,"dropset",,20,,,
"Late night workout 🌙","17 Jun 2025, 22:03","17 Jun 2025, 22:28","","Stair Machine (Steps)",,"",0,"normal",,,,600,
"Late night workout 🌙","17 Jun 2025, 22:03","17 Jun 2025, 22:28","","Treadmill",,"",0,"normal",,,,900,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Leg Extension (Machine)",,"",0,"warmup",20,10,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Leg Extension (Machine)",,"",1,"failure",30,10,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Leg Extension (Machine)",,"",2,"normal",30,13,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Leg Extension (Machine)",,"",3,"normal",35,10,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Bench Press (Dumbbell)",,"",1,"failure",60,10,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Bench Press (Dumbbell)",,"",2,"normal",70,10,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Lat Pulldown (Cable)",,"",0,"failure",35,15,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Lat Pulldown (Cable)",,"",1,"failure",35,10,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Standing Calf Raise (Machine)",,"",0,"dropset",,20,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Triceps Extension (Cable)",,"",0,"dropset",30,14,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Lateral Raise (Dumbbell)",,"",0,"dropset",20,30,,,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Plank",,"",0,"failure",,,,42,
"Full Body - A","12 Jun 2025, 10:34","12 Jun 2025, 11:20","","Treadmill",,"",0,"normal",,,,600,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Incline Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Incline Bench Press (Dumbbell)",,"",1,"normal",60,8,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,8,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Dumbbell Step Up",,"",0,"warmup",8,10,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Dumbbell Step Up",,"",1,"normal",8,10,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",30,10,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,12,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","EZ Bar Biceps Curl",,"",0,"dropset",30,12,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Crunch",,"",0,"dropset",,20,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Crunch",,"",1,"dropset",,10,,,
"Full Body - B","11 Jun 2025, 15:30","11 Jun 2025, 16:17","","Treadmill",,"",0,"normal",,,,900,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Bench Press (Dumbbell)",,"",1,"failure",50,12,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Bench Press (Dumbbell)",,"",2,"normal",70,8,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",30,15,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Romanian Deadlift (Dumbbell)",,"",1,"failure",30,15,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Romanian Deadlift (Dumbbell)",,"",2,"failure",40,15,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Lat Pulldown (Cable)",,"",0,"failure",35,15,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Lat Pulldown (Cable)",,"",1,"failure",40,10,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Leg Extension (Machine)",,"",0,"warmup",20,10,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Leg Extension (Machine)",,"",1,"failure",30,10,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Leg Extension (Machine)",,"",2,"normal",35,12,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Standing Calf Raise (Machine)",,"",0,"dropset",,25,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Lateral Raise (Dumbbell)",,"",0,"warmup",30,15,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Lateral Raise (Dumbbell)",,"",1,"dropset",20,15,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Triceps Extension (Cable)",,"",0,"dropset",25,12,,,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Plank",,"",0,"failure",,,,38,
"Full Body - A","10 Jun 2025, 10:34","10 Jun 2025, 11:23","","Treadmill",,"",0,"normal",,,,600,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Treadmill",,"",0,"normal",,,,1200,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Squat (Barbell)",,"",0,"warmup",,15,,,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Squat (Barbell)",,"",1,"normal",44,6,,,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Squat (Barbell)",,"",2,"normal",44,8,,,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Incline Bench Press (Dumbbell)",,"",0,"normal",50,10,,,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,10,,,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,15,,,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Lying Leg Curl (Machine)",,"",0,"dropset",20,12,,,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","EZ Bar Biceps Curl",,"",0,"dropset",20,20,,,
"Full Body - B","22 May 2025, 22:13","22 May 2025, 23:30","","Crunch",,"",0,"dropset",,20,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Bench Press (Dumbbell)",,"",0,"warmup",40,10,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Bench Press (Dumbbell)",,"",1,"failure",60,12,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Bench Press (Dumbbell)",,"",2,"normal",70,8,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Romanian Deadlift (Dumbbell)",,"",0,"failure",40,15,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Romanian Deadlift (Dumbbell)",,"",1,"failure",40,15,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Standing Calf Raise (Machine)",,"",0,"warmup",,15,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Standing Calf Raise (Machine)",,"",1,"dropset",,15,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Pull Up (Assisted)",,"",0,"failure",65,9,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Pull Up (Assisted)",,"",1,"failure",65,9,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Triceps Extension (Cable)",,"",0,"dropset",25,15,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,20,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Lateral Raise (Dumbbell)",,"",1,"dropset",20,20,,,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Plank",,"",0,"failure",,,,35,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Cycling",,"",0,"normal",,,,300,
"Full Body - A","21 May 2025, 22:39","21 May 2025, 23:58","","Stair Machine (Steps)",,"",0,"normal",,,,600,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Incline Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Incline Bench Press (Dumbbell)",,"",1,"normal",60,12,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Lying Leg Curl (Machine)",,"",0,"warmup",15,10,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Lying Leg Curl (Machine)",,"",1,"dropset",20,10,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",20,10,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,12,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Leg Extension (Machine)",,"",0,"warmup",30,10,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Leg Extension (Machine)",,"",1,"normal",30,15,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","EZ Bar Biceps Curl",,"",0,"dropset",20,15,,,
"Full Body - B","20 May 2025, 22:31","20 May 2025, 23:23","","Treadmill",,"",0,"normal",,,,1200,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Bench Press (Dumbbell)",,"",0,"warmup",40,17,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Bench Press (Dumbbell)",,"",1,"failure",60,15,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Lat Pulldown (Cable)",,"",0,"warmup",25,10,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Lat Pulldown (Cable)",,"",1,"failure",45,10,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Lat Pulldown (Cable)",,"",2,"normal",35,12,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Romanian Deadlift (Dumbbell)",,"",0,"failure",40,15,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Romanian Deadlift (Dumbbell)",,"",1,"failure",50,15,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Leg Extension (Machine)",,"",0,"warmup",20,15,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Leg Extension (Machine)",,"",1,"failure",30,12,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Lateral Raise (Dumbbell)",,"",0,"warmup",30,15,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Lateral Raise (Dumbbell)",,"",1,"dropset",30,15,,,
"Full Body - A","19 May 2025, 22:54","19 May 2025, 23:34","","Standing Calf Raise (Machine)",,"",0,"dropset",,25,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Treadmill",,"Zone 2 babyy till everyone is outta gym so I can give myself pain in peace 🙂",0,"normal",,,,1200,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Bench Press (Dumbbell)",,"",1,"failure",60,15,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",40,10,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Romanian Deadlift (Dumbbell)",,"",1,"normal",50,15,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Lat Pulldown (Cable)",,"",0,"failure",40,15,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Lat Pulldown (Cable)",,"",1,"failure",45,12,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Leg Extension (Machine)",,"",0,"failure",20,20,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Triceps Extension (Cable)",,"",0,"dropset",25,15,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Lateral Raise (Dumbbell)",,"",0,"dropset",30,15,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Standing Calf Raise (Machine)",,"",0,"dropset",,15,,,
"Full Body - A","16 May 2025, 22:53","16 May 2025, 23:51","","Plank",,"",0,"failure",,,,42,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Incline Bench Press (Dumbbell)",,"",0,"warmup",30,15,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,12,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Squat (Bodyweight)",,"",0,"warmup",,10,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Squat (Barbell)",,"",0,"normal",50,6,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Squat (Barbell)",,"",1,"normal",50,6,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",25,17,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",25,18,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Lying Leg Curl (Machine)",,"",0,"dropset",15,15,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","EZ Bar Biceps Curl",,"",0,"dropset",20,15,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Crunch",,"",0,"dropset",,10,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Crunch",,"",1,"dropset",,10,,,
"Full Body - B","14 May 2025, 22:36","14 May 2025, 23:09","","Treadmill",,"",0,"normal",,,,1200,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Bench Press (Barbell)",,"",0,"warmup",20,15,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Bench Press (Barbell)",,"",1,"failure",30,12,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Bench Press (Barbell)",,"",2,"normal",50,8,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Romanian Deadlift (Dumbbell)",,"",0,"failure",40,12,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Romanian Deadlift (Dumbbell)",,"",1,"failure",40,15,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Dumbbell Step Up",,"",0,"warmup",8,10,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Dumbbell Step Up",,"",1,"failure",8,10,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Lat Pulldown (Cable)",,"",0,"failure",35,20,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Lat Pulldown (Cable)",,"",1,"failure",35,12,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Triceps Extension (Cable)",,"",0,"dropset",25,15,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Lateral Raise (Dumbbell)",,"",0,"dropset",30,20,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Standing Calf Raise (Machine)",,"",0,"dropset",,25,,,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Plank",,"",0,"failure",,,,31,
"Full Body - A","13 May 2025, 22:24","13 May 2025, 23:09","","Treadmill",,"",0,"normal",,,,1200,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Overhead Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Overhead Press (Dumbbell)",,"",1,"normal",50,10,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Overhead Press (Dumbbell)",,"",2,"normal",50,10,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Squat (Bodyweight)",,"",0,"warmup",,15,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Leg Extension (Machine)",,"",0,"warmup",20,20,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Leg Extension (Machine)",,"",1,"normal",30,15,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Seated Row (Machine)",,"",0,"normal",90,15,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Seated Row (Machine)",,"",1,"normal",90,10,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Lying Leg Curl (Machine)",,"",0,"warmup",15,10,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Lying Leg Curl (Machine)",,"",1,"dropset",10,20,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","EZ Bar Biceps Curl",,"",0,"dropset",20,17,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Crunch",,"",0,"dropset",,15,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Crunch",,"",1,"dropset",,10,,,
"Full Body - B","12 May 2025, 21:50","12 May 2025, 22:41","","Treadmill",,"",0,"normal",,,,600,
"Full Body - B","9 May 2025, 23:26","9 May 2025, 23:49","","Treadmill",,"",0,"normal",,,,1200,
"Full Body - B","9 May 2025, 23:26","9 May 2025, 23:49","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"Full Body - B","9 May 2025, 23:26","9 May 2025, 23:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,12,,,
"Full Body - B","9 May 2025, 23:26","9 May 2025, 23:49","","Lying Leg Curl (Machine)",,"",0,"dropset",10,15,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Treadmill",,"",0,"normal",,,,1200,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Bench Press (Dumbbell)",,"",0,"warmup",40,12,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Bench Press (Dumbbell)",,"",1,"failure",40,12,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Bench Press (Dumbbell)",,"",2,"normal",40,12,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Leg Extension (Machine)",,"",0,"warmup",10,10,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Leg Extension (Machine)",,"",1,"failure",20,10,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Lat Pulldown (Cable)",,"",0,"warmup",25,15,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Lat Pulldown (Cable)",,"",1,"failure",30,12,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Lat Pulldown (Cable)",,"",2,"failure",30,12,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Lateral Raise (Dumbbell)",,"",0,"dropset",20,20,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Seated Calf Raise",,"",0,"dropset",50,15,,,
"Full Body - A","8 May 2025, 23:12","8 May 2025, 23:41","","Back Extension (Hyperextension)",,"",0,"failure",,10,,,
